model-1578051962,1578051973.734,0.067, 0.0692, 0.273, 0.0711, 0
model-1578051962,1578051983.874,0.267, 0.0624, 0.273, 0.0698, 0
model-1578051962,1578051993.729,0.333, 0.0547, 0.163, 0.0749, 0
model-1578051962,1578052003.591,0.733, 0.0368, 0.362, 0.0625, 0
model-1578051962,1578052013.471,0.8, 0.0272, 0.398, 0.06, 0
model-1578051962,1578052023.427,0.733, 0.0344, 0.606, 0.042, 0
model-1578051962,1578052040.511,0.733, 0.0373, 0.61, 0.0449, 1
model-1578051962,1578052050.787,0.8, 0.0186, 0.694, 0.0361, 1
model-1578051962,1578052061.037,0.933, 0.0128, 0.694, 0.0372, 1
model-1578051962,1578052071.246,0.933, 0.0153, 0.706, 0.0344, 1
model-1578051962,1578052081.294,0.933, 0.0112, 0.76, 0.0311, 1
model-1578051962,1578052091.511,0.733, 0.0274, 0.8, 0.027, 1
model-1578051962,1578052109.21,0.933, 0.0095, 0.823, 0.0241, 2
model-1578051962,1578052119.194,0.867, 0.0143, 0.85, 0.021, 2
model-1578051962,1578052129.153,0.933, 0.0087, 0.838, 0.0224, 2
model-1578051962,1578052139.254,1.0, 0.0033, 0.858, 0.02, 2
model-1578051962,1578052149.259,0.867, 0.0182, 0.848, 0.0202, 2
model-1578051962,1578052159.405,0.733, 0.0224, 0.879, 0.0177, 2
model-1578051962,1578052176.09,0.867, 0.0117, 0.89, 0.0174, 3
model-1578051962,1578052187.887,1.0, 0.0054, 0.885, 0.017, 3
model-1578051962,1578052200.262,1.0, 0.0003, 0.806, 0.0243, 3
model-1578051962,1578052210.302,0.8, 0.0263, 0.86, 0.0198, 3
model-1578051962,1578052220.236,0.933, 0.0118, 0.85, 0.0202, 3
model-1578051962,1578052230.559,0.933, 0.0103, 0.85, 0.0204, 3
