model-1574020254,1574020278.076,0.0, 0.0903, 0.0, 0.0898, 0
model-1574020254,1574020300.592,0.0, 0.0906, 0.0, 0.0902, 0
model-1574020254,1574020323.067,0.188, 0.0899, 0.0, 0.0899, 0
model-1574020254,1574020345.948,0.062, 0.0901, 0.0, 0.0899, 0
model-1574020254,1574020369.022,0.062, 0.09, 0.0, 0.0899, 0
model-1574020254,1574020391.976,0.125, 0.09, 0.0, 0.0899, 0
model-1574020254,1574020417.209,0.062, 0.0901, 0.0, 0.0899, 0
model-1574020948,1574020970.817,0.0, 0.0902, 0.25, 0.0896, 0
model-1574020948,1574020993.681,0.062, 0.0899, 0.0, 0.0902, 0
model-1574020948,1574021015.56,0.0, 0.0902, 0.25, 0.0899, 0
model-1574020948,1574021034.631,0.125, 0.0899, 0.25, 0.0898, 0
model-1574020948,1574021054.646,0.062, 0.09, 0.25, 0.0898, 0
model-1574020948,1574021076.884,0.0, 0.0902, 0.25, 0.0898, 0
model-1574020948,1574021098.519,0.125, 0.0899, 0.25, 0.0898, 0
model-1574021121,1574021142.234,0.188, 0.0899, 0.25, 0.0898, 0
model-1574021121,1574021161.6,0.062, 0.0901, 0.25, 0.0899, 0
model-1574021121,1574021181.294,0.125, 0.0896, 0.0, 0.093, 0
model-1574021121,1574021200.964,0.0, 0.0904, 0.0, 0.0901, 0
model-1574021121,1574021219.921,0.0, 0.0905, 0.25, 0.0889, 0
model-1574021121,1574021239.369,0.062, 0.0903, 0.25, 0.0895, 0
model-1574021121,1574021260.88,0.125, 0.09, 0.25, 0.0898, 0
model-1574021399,1574021434.594,0.188, 0.0896, 0.25, 0.0898, 0
model-1574021399,1574021454.823,0.125, 0.0905, 0.0, 0.0895, 0
model-1574021399,1574021477.014,0.0, 0.0899, 0.25, 0.0898, 0
model-1574021399,1574021496.278,0.188, 0.09, 0.25, 0.0898, 0
model-1574021399,1574021515.78,0.062, 0.0901, 0.25, 0.0897, 0
model-1574021399,1574021538.584,0.062, 0.0903, 0.0, 0.0897, 0
model-1574021399,1574021559.428,0.062, 0.0897, 0.0, 0.0895, 0
model-1574021597,1574021623.34,0.062, 0.091, 0.0, 0.0907, 1
model-1574021597,1574021645.565,0.188, 0.0883, 0.0, 0.1038, 1
model-1574021597,1574021668.739,0.125, 0.0897, 0.0, 0.0903, 1
model-1574021597,1574021691.812,0.188, 0.0876, 0.0, 0.0888, 1
model-1574021597,1574021713.241,0.312, 0.078, 0.75, 0.077, 1
model-1574021597,1574021736.442,0.375, 0.0827, 0.125, 0.0823, 1
model-1574021597,1574021757.156,0.25, 0.0861, 0.125, 0.0867, 1
model-1574022155,1574022270.519,0.188, 0.0825, 0.125, 0.0898, 2
model-1574022155,1574022343.095,0.375, 0.0719, 0.125, 0.0871, 2
model-1574022155,1574022414.334,0.25, 0.091, 0.5, 0.0667, 2
model-1574022155,1574022482.72,0.438, 0.0712, 0.5, 0.0625, 2
model-1574022155,1574022501.479,0.375, 0.0749, 0.25, 0.0741, 2
model-1574022155,1574022519.643,0.438, 0.0692, 0.75, 0.0621, 2
model-1574022155,1574022537.48,0.312, 0.0726, 0.5, 0.0582, 2
model-1574025643,1574025667.374,0.5, 0.0591, 0.5, 0.0565, 3
model-1574025643,1574025687.995,0.312, 0.0787, 0.5, 0.0646, 3
model-1574025643,1574025709.963,0.75, 0.0365, 0.375, 0.0655, 3
model-1574025643,1574025730.531,0.562, 0.0658, 0.625, 0.0524, 3
model-1574025643,1574025750.634,0.688, 0.0515, 0.5, 0.0641, 3
model-1574025643,1574025770.433,0.438, 0.072, 0.625, 0.041, 3
model-1574025643,1574025789.374,0.688, 0.0391, 0.625, 0.0435, 3
model-1574025828,1574025850.33,0.438, 0.0654, 0.625, 0.0574, 3
model-1574025828,1574025869.008,0.5, 0.0699, 0.25, 0.075, 3
model-1574025828,1574025887.442,0.688, 0.0467, 0.25, 0.0703, 3
model-1574025828,1574025906.158,0.312, 0.0826, 0.375, 0.0601, 3
model-1574025828,1574025924.811,0.5, 0.0684, 0.5, 0.055, 3
model-1574025828,1574025943.001,0.75, 0.0397, 0.5, 0.0496, 3
model-1574025828,1574025961.893,0.75, 0.0525, 0.625, 0.0539, 3
model-1574025828,1574025979.943,0.688, 0.0404, 0.75, 0.0369, 4
model-1574025828,1574025998.729,0.75, 0.0418, 0.625, 0.0488, 4
model-1574025828,1574026017.52,0.438, 0.0787, 0.625, 0.0408, 4
model-1574025828,1574026035.888,0.5, 0.0706, 0.5, 0.0425, 4
model-1574025828,1574026054.147,0.438, 0.0637, 0.75, 0.0383, 4
model-1574025828,1574026072.875,0.688, 0.0361, 0.625, 0.0393, 4
model-1574025828,1574026091.141,0.75, 0.0319, 0.875, 0.0278, 4
model-1574025828,1574026109.409,0.625, 0.05, 1.0, 0.0189, 5
model-1574025828,1574026127.528,0.625, 0.0422, 0.75, 0.0239, 5
model-1574025828,1574026145.761,0.625, 0.0421, 0.75, 0.0312, 5
model-1574025828,1574026164.452,0.5, 0.0652, 0.75, 0.0259, 5
model-1574025828,1574026182.832,0.75, 0.0284, 0.875, 0.0249, 5
model-1574025828,1574026200.933,0.812, 0.0399, 0.625, 0.051, 5
model-1574025828,1574026219.319,0.812, 0.0275, 0.5, 0.0464, 5
model-1574025828,1574026238.109,0.875, 0.0269, 0.75, 0.0357, 6
model-1574025828,1574026257.073,0.75, 0.0387, 0.875, 0.0145, 6
model-1574025828,1574026275.506,0.75, 0.0272, 0.875, 0.02, 6
model-1574025828,1574026293.618,0.875, 0.0188, 0.75, 0.0414, 6
model-1574025828,1574026312.734,0.688, 0.0409, 0.875, 0.023, 6
model-1574025828,1574026331.869,0.812, 0.024, 0.875, 0.0151, 6
model-1574025828,1574026350.203,0.625, 0.0461, 0.75, 0.0268, 6
model-1574025828,1574026368.91,0.938, 0.012, 0.5, 0.0532, 7
model-1574025828,1574026387.771,0.75, 0.0383, 0.75, 0.0332, 7
model-1574025828,1574026407.22,0.812, 0.0305, 1.0, 0.0164, 7
model-1574025828,1574026425.779,0.875, 0.0208, 0.75, 0.0386, 7
model-1574025828,1574026473.846,0.688, 0.038, 0.75, 0.0372, 7
model-1574025828,1574026509.049,0.938, 0.0146, 0.5, 0.0506, 7
model-1574025828,1574026529.556,0.688, 0.0393, 1.0, 0.0104, 7
model-1574025828,1574026548.196,0.938, 0.0127, 0.875, 0.0158, 8
model-1574025828,1574026566.569,0.875, 0.0297, 1.0, 0.0066, 8
model-1574025828,1574026584.898,0.875, 0.0201, 1.0, 0.0057, 8
model-1574025828,1574026603.32,0.812, 0.0269, 0.75, 0.0306, 8
model-1574025828,1574026621.579,0.938, 0.0071, 0.75, 0.0508, 8
model-1574025828,1574026641.029,0.875, 0.0177, 0.25, 0.1234, 8
model-1574025828,1574026660.48,0.938, 0.0148, 0.375, 0.0911, 8
model-1574026930,1574026950.585,0.812, 0.0302, 0.75, 0.0531, 9
model-1574026930,1574026968.668,0.875, 0.0203, 0.75, 0.0307, 9
model-1574026930,1574026986.957,1.0, 0.0055, 0.75, 0.0354, 9
model-1574026930,1574027005.537,0.938, 0.008, 0.75, 0.0421, 9
model-1574026930,1574027024.58,0.938, 0.0097, 0.75, 0.0219, 9
model-1574026930,1574027043.172,0.938, 0.0087, 1.0, 0.0087, 9
