model-1578048257,1578048293.637,0.2, 0.0691, 0.373, 0.0695, 0
model-1578048257,1578048325.641,0.4, 0.0514, 0.377, 0.059, 0
model-1578048257,1578048356.631,0.733, 0.0267, 0.646, 0.0386, 0
model-1578048257,1578048389.358,0.8, 0.0224, 0.727, 0.0308, 0
model-1578048257,1578048421.172,0.8, 0.0263, 0.769, 0.0257, 0
model-1578048257,1578048456.847,0.8, 0.016, 0.902, 0.0145, 0
model-1578048257,1578048492.915,0.867, 0.01, 0.946, 0.0105, 0
model-1578048257,1578048503.34,0.933, 0.0047, 0.938, 0.0109, 1
model-1578048257,1578048515.398,0.933, 0.0054, 0.908, 0.0136, 1
model-1578048257,1578048528.673,1.0, 0.0008, 0.938, 0.0101, 1
model-1578048257,1578048541.565,0.933, 0.0079, 0.881, 0.0165, 1
model-1578048257,1578048554.831,0.933, 0.0046, 0.96, 0.0092, 1
model-1578048257,1578048567.666,1.0, 0.0005, 0.91, 0.0128, 1
model-1578048257,1578048580.764,1.0, 0.0018, 0.933, 0.0125, 1
model-1578048257,1578048591.644,0.933, 0.008, 0.954, 0.0082, 2
model-1578048257,1578048602.718,1.0, 0.0, 0.954, 0.0087, 2
model-1578048257,1578048613.929,1.0, 0.0008, 0.965, 0.0079, 2
model-1578048257,1578048624.933,0.933, 0.0059, 0.992, 0.0051, 2
model-1578048257,1578048636.097,1.0, 0.0009, 0.996, 0.0043, 2
model-1578048257,1578048647.025,0.8, 0.01, 0.958, 0.0094, 2
model-1578048257,1578048657.9,1.0, 0.0, 0.923, 0.0145, 2
model-1578048257,1578048668.135,1.0, 0.0001, 0.985, 0.0056, 3
model-1578048257,1578048678.651,1.0, 0.0028, 0.99, 0.0049, 3
model-1578048257,1578048688.869,1.0, 0.0002, 0.963, 0.0087, 3
model-1578048257,1578048699.058,1.0, 0.0, 0.977, 0.0067, 3
model-1578048257,1578048709.247,0.867, 0.0117, 1.004, 0.0041, 3
model-1578048257,1578048719.924,0.933, 0.0058, 0.963, 0.0082, 3
model-1578048257,1578048730.125,0.867, 0.0166, 0.996, 0.0043, 3
model-1578048257,1578048740.381,1.0, 0.0006, 0.96, 0.0079, 4
model-1578048257,1578048750.791,1.0, 0.0, 0.983, 0.006, 4
model-1578048257,1578048760.944,1.0, 0.0, 0.95, 0.0102, 4
model-1578048257,1578048771.146,1.0, 0.0003, 1.004, 0.0033, 4
model-1578048257,1578048781.389,1.0, 0.0004, 0.942, 0.0119, 4
model-1578048257,1578048791.591,1.0, 0.0002, 0.985, 0.0053, 4
model-1578048257,1578048801.783,1.0, 0.0, 0.973, 0.0083, 4
