model-1578005677,1578005703.487,0.8, 0.0244, 0.756, 0.0322, 0
model-1578005677,1578005740.3,0.933, 0.0068, 0.929, 0.0121, 1
model-1578005677,1578005776.853,0.933, 0.0037, 0.952, 0.0095, 2
model-1578005677,1578005813.657,0.933, 0.0106, 0.952, 0.0095, 3
model-1578005677,1578005850.353,1.0, 0.0002, 0.973, 0.0067, 4
model-1578005677,1578005887.22,0.867, 0.022, 0.896, 0.0183, 5
model-1578005677,1578005924.116,0.933, 0.0102, 0.925, 0.014, 6
model-1578005677,1578005961.275,1.0, 0.0, 0.95, 0.0109, 7
model-1578005677,1578005998.05,1.0, 0.0, 1.002, 0.0038, 8
model-1578005677,1578006034.863,0.933, 0.008, 0.954, 0.0097, 9
