model-1578002848,1578002874.132,0.933, 0.0189, 0.792, 0.0269, 0
model-1578002848,1578002908.58,0.933, 0.0077, 0.908, 0.0148, 1
model-1578002848,1578002943.215,0.933, 0.0067, 0.956, 0.0103, 2
model-1578002848,1578002977.672,0.933, 0.0086, 0.956, 0.0095, 3
model-1578002848,1578003010.629,1.0, 0.0, 0.963, 0.009, 4
model-1578002848,1578003044.022,1.0, 0.0, 0.969, 0.0083, 5
model-1578002848,1578003076.806,0.933, 0.0088, 0.96, 0.009, 6
model-1578002848,1578003111.194,0.933, 0.0099, 0.971, 0.008, 7
model-1578002848,1578003147.977,1.0, 0.0001, 0.992, 0.005, 8
model-1578002848,1578003183.01,1.0, 0.0008, 0.917, 0.0139, 9
